602  ìœè¨ñq                                                     2020ï‚ê≥    -7
202110 9 2 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 9 220  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 9 240  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 9 3 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 9 320  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 9 340  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 9 4 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 9 420  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 9 440  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 9 5 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 9 520  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 9 540  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 9 6 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 9 620  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 9 640  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 9 7 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 9 720  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 9 740  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 9 8 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 9 820  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 9 840  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 9 9 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 9 920  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 9 940  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 910 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 91020  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 91040  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 911 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 91120  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 91140  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 912 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 91220  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 91240  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 913 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 91320  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 91340  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 914 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 91420  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 91440  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 915 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 91520  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 91540  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 916 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 91620  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 91640  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 917 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 91720  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 91740  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 918 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 91820  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 91840  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 919 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 91920  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 91940  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 920 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 92020  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 92040  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 921 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 92120  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 92140  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 922 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 92220  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 92240  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 923 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 92320  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 92340  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211010 0 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211010 020  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211010 040  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211010 1 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211010 120  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211010 140  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211010 2 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211010 220  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211010 240  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211010 3 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211010 320  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211010 340  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211010 4 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211010 420  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211010 440  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211010 5 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211010 520  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211010 540  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211010 6 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211010 620  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211010 640  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211010 7 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211010 720  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211010 740  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211010 8 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211010 820  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211010 840  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211010 9 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211010 920  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211010 940  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
2021101010 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110101020  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110101040  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
2021101011 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110101120  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110101140  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
2021101012 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110101220  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110101240  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
2021101013 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110101320  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110101340  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
2021101014 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110101420  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110101440  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
2021101015 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110101520  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110101540  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
2021101016 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110101620  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110101640  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
2021101017 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110101720  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110101740  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
2021101018 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110101820  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110101840  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
2021101019 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110101920  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110101940  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
2021101020 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110102020  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110102040  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
2021101021 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110102120  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110102140  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
2021101022 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110102220  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110102240  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
2021101023 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110102320  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110102340  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211011 0 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211011 020  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211011 040  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211011 1 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211011 120  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211011 140  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211011 2 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211011 220  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211011 240  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211011 3 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211011 320  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211011 340  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211011 4 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211011 420  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211011 440  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211011 5 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211011 520  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211011 540  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211011 6 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211011 620  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211011 640  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211011 7 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211011 720  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211011 740  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211011 8 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211011 820  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211011 840  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211011 9 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211011 920  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211011 940  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
2021101110 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110111020  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110111040  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
2021101111 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110111120  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110111140  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
2021101112 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110111220  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110111240  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
2021101113 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110111320  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110111340  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
2021101114 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110111420  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110111440  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
2021101115 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110111520  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110111540  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
2021101116 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110111620  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110111640  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
2021101117 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110111720  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110111740  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
2021101118 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110111820  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110111840  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
2021101119 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110111920  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110111940  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
2021101120 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110112020  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110112040  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
2021101121 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110112120  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110112140  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
2021101122 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110112220  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110112240  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
2021101123 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110112320  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110112340  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211012 0 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211012 020  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211012 040  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211012 1 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211012 120  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211012 140  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211012 2 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211012 220  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211012 240  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211012 3 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211012 320  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211012 340  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211012 4 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211012 420  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211012 440  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211012 5 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211012 520  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211012 540  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211012 6 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211012 620  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211012 640  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211012 7 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211012 720  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211012 740  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211012 8 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211012 820  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211012 840  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211012 9 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211012 920  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211012 940  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
2021101210 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110121020  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110121040  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
2021101211 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110121120  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110121140  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
2021101212 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110121220  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110121240  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
2021101213 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110121320  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110121340  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
2021101214 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110121420  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110121440  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
2021101215 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110121520  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110121540  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
2021101216 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110121620  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110121640  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
2021101217 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110121720  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110121740  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
2021101218 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110121820  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110121840  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
2021101219 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110121920  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110121940  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
2021101220 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110122020  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110122040  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
2021101221 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110122120  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110122140  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
2021101222 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110122220  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110122240  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
2021101223 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110122320  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110122340  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211013 0 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211013 020  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211013 040  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211013 1 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211013 120  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211013 140  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211013 2 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211013 220  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211013 240  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211013 3 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211013 320  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211013 340  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211013 4 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
